spectre,azote
Spectrum01084,3.5559
Spectrum01085,3.7328
Spectrum01086,3.4802
Spectrum01087,3.3812
Spectrum01088,3.2068
Spectrum01089,3.3287
Spectrum01090,3.5187
Spectrum01091,3.5624
Spectrum01092,3.6082
Spectrum01093,3.181
Spectrum01094,3.3077
Spectrum01095,3.4731
Spectrum01096,3.3874
Spectrum01097,3.4687
Spectrum01098,3.3098
Spectrum01099,3.5362
Spectrum01100,3.765
Spectrum01101,3.7036
Spectrum01102,3.4748
Spectrum01103,3.5271
Spectrum01104,3.5174
Spectrum01105,3.6215
Spectrum01106,3.4809
Spectrum01107,4.035
Spectrum01108,3.369
Spectrum01109,4.1551
Spectrum01110,3.3264
Spectrum01111,3.4421
Spectrum01112,3.5594
Spectrum01113,3.055
Spectrum01114,3.4344
Spectrum01115,3.4556
Spectrum01116,3.3522
Spectrum01117,3.89
Spectrum01118,3.7398
Spectrum01119,3.5075
Spectrum01120,4.0166
Spectrum01121,3.3589
Spectrum01122,3.842
Spectrum01123,3.1991
Spectrum01124,3.5
Spectrum01125,3.1979
Spectrum01126,3.1765
Spectrum01127,3.2805
Spectrum01128,2.9686
Spectrum01129,3.7479
Spectrum01130,3.4548
Spectrum01131,3.4351
Spectrum01132,3.5715
Spectrum01133,3.1424
Spectrum01134,3.4651
Spectrum01135,3.5085
Spectrum01136,3.3276
Spectrum01137,3.1768
Spectrum01138,4.0801
Spectrum01139,3.3739
Spectrum01140,3.686
Spectrum01141,3.267
Spectrum01142,3.6479
Spectrum01143,3.2975
Spectrum01144,3.4973
Spectrum01145,3.2971
Spectrum01146,3.3361
Spectrum01147,3.8173
Spectrum01148,3.1561
Spectrum01149,3.8219
Spectrum01150,3.3815
Spectrum01151,3.6973
Spectrum01152,3.4129
Spectrum01153,3.0052
Spectrum01154,3.3908
Spectrum01155,3.2899
Spectrum01156,3.0213
Spectrum01157,3.703
Spectrum01158,3.1053
Spectrum01159,3.2457
Spectrum01160,3.6905
Spectrum01161,3.2565
Spectrum01162,3.4281
Spectrum01163,3.4142
Spectrum01164,3.3348
Spectrum01165,3.8182
Spectrum01166,3.4874
Spectrum01167,3.7775
Spectrum01168,3.2655
Spectrum01169,3.6807
Spectrum01170,3.5439
Spectrum01171,3.1697
Spectrum01172,3.1739
Spectrum01173,3.3023
Spectrum01174,3.5747
Spectrum01175,3.076
Spectrum01176,3.3204
Spectrum01177,3.251
Spectrum01178,3.882
Spectrum01179,3.5171
Spectrum01180,3.6212
Spectrum01181,3.3324
Spectrum01182,3.2755
Spectrum01183,3.352
Spectrum01184,3.2482
Spectrum01185,3.6971
Spectrum01186,3.5697
Spectrum01187,3.4801
Spectrum01188,3.3553
Spectrum01189,3.7169
Spectrum01190,3.5185
Spectrum01191,3.3568
Spectrum01192,3.196
Spectrum01193,3.2583
Spectrum01194,3.2687
Spectrum01195,3.3437
Spectrum01196,3.3423
Spectrum01197,3.3538
Spectrum01198,3.168
Spectrum01199,3.3295
Spectrum01200,3.2245
Spectrum01201,3.6863
Spectrum01202,3.5354
Spectrum01203,3.3502
Spectrum01204,3.3095
Spectrum01205,3.5403
Spectrum01206,3.5496
Spectrum01207,2.9961
Spectrum01208,3.5009
Spectrum01209,3.2256
Spectrum01210,3.0972
Spectrum01211,3.2458
Spectrum01212,3.0863
Spectrum01213,3.1973
Spectrum01214,3.4083
Spectrum01215,3.633
Spectrum01216,3.2313
Spectrum01217,3.1112
Spectrum01218,3.485
Spectrum01219,3.2443
Spectrum01220,3.2777
Spectrum01221,3.4148
Spectrum01222,3.1618
Spectrum01223,3.2645
Spectrum01224,3.1953
Spectrum01225,3.1584
Spectrum01226,3.3789
Spectrum01227,3.5421
Spectrum01228,3.086
Spectrum01229,3.0961
Spectrum01230,3.1627
